id,filename,caption,category,color,tags,image_path
29,img_0029_shoe_01_red_running_sneakers.jpg,Bright red lightweight athletic running shoes with white soles,footwear,red,"shoes, running shoes, sneakers, red, sports, athletic",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0029_shoe_01_red_running_sneakers.jpg
30,img_0030_shoe_02_black_leather_boots.jpg,Classic black leather ankle boots with rugged rubber tread,footwear,black,"boots, leather, black, shoes, footwear, fashion",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0030_shoe_02_black_leather_boots.jpg
31,img_0031_shoe_03_white_minimalist_sneakers.jpg,Crisp white minimalist low-top leather casual sneakers,footwear,white,"sneakers, white, casual, leather shoes, minimalist",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0031_shoe_03_white_minimalist_sneakers.jpg
32,img_0032_shoe_04_blue_heavy_hiking_boots.jpg,Waterproof blue outdoor hiking boots with yellow grip laces,footwear,blue,"hiking, boots, outdoor, blue, footwear",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0032_shoe_04_blue_heavy_hiking_boots.jpg
33,img_0033_shoe_05_yellow_street_sneakers.jpg,Vibrant yellow streetwear athletic casual sneakers,footwear,yellow,"sneakers, yellow, street, sports, casual",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0033_shoe_05_yellow_street_sneakers.jpg
34,img_0034_shoe_06_brown_leather_oxfords.jpg,Polished brown leather formal oxford dress shoes on wood,footwear,brown,"oxford, dress shoes, formal, leather, brown",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0034_shoe_06_brown_leather_oxfords.jpg
35,img_0035_elec_01_black_wireless_headphones.jpg,Matte black over-ear noise-canceling wireless headphones,electronics,black,"headphones, audio, wireless, electronics, black",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0035_elec_01_black_wireless_headphones.jpg
36,img_0036_elec_02_silver_metal_laptop.jpg,Ultra-thin silver aluminum laptop resting on clean wooden workspace,electronics,silver,"laptop, computer, tech, workspace, silver",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0036_elec_02_silver_metal_laptop.jpg
37,img_0037_elec_03_black_smartwatch.jpg,Black smartwatch displaying heart rate fitness tracking metrics,electronics,black,"smartwatch, wearable, tech, fitness, black",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0037_elec_03_black_smartwatch.jpg
38,img_0038_elec_04_white_mechanical_keyboard.jpg,RGB backlit white mechanical computer gaming keyboard,electronics,white,"keyboard, gaming, PC accessories, white",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0038_elec_04_white_mechanical_keyboard.jpg
39,img_0039_elec_05_grey_quadcopter_drone.jpg,Foldable grey quadcopter camera drone with 4K gimbal lens,electronics,grey,"drone, quadcopter, camera, tech, grey",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0039_elec_05_grey_quadcopter_drone.jpg
40,img_0040_elec_06_vintage_film_camera.jpg,Retro 35mm film camera with mechanical shutter dial and glass lens,electronics,black,"camera, photography, vintage, retro, lens",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0040_elec_06_vintage_film_camera.jpg
41,img_0041_anim_01_golden_retriever_beach.jpg,Happy golden retriever dog running along sandy ocean beach shore,animals,gold,"dog, golden retriever, pet, beach, animal, cute, puppy",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0041_anim_01_golden_retriever_beach.jpg
42,img_0042_anim_02_tabby_cat_window.jpg,Cute striped orange tabby cat resting on warm sunny windowsill,animals,orange,"cat, kitten, pet, tabby, indoor, animal, feline",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0042_anim_02_tabby_cat_window.jpg
43,img_0043_anim_03_white_husky_snow.jpg,Majestic Siberian husky dog standing in deep winter snow,animals,white,"dog, husky, snow, winter, pet, animal",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0043_anim_03_white_husky_snow.jpg
44,img_0044_anim_04_brown_horse_field.jpg,Galloping brown horse in wide open green grassy meadow field,animals,brown,"horse, equine, nature, field, animal, stallion",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0044_anim_04_brown_horse_field.jpg
45,img_0045_anim_05_majestic_lion_savanna.jpg,Majestic African male lion with golden mane resting in savanna,animals,gold,"lion, wild animal, safari, predator, big cat, savanna, animal",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0045_anim_05_majestic_lion_savanna.jpg
46,img_0046_anim_06_bengal_tiger_forest.jpg,Powerful striped Bengal tiger walking through lush green jungle,animals,orange,"tiger, big cat, jungle, predator, wildlife, animal",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0046_anim_06_bengal_tiger_forest.jpg
47,img_0047_anim_07_african_elephant.jpg,Large African elephant with curved tusks walking across plains,animals,grey,"elephant, safari, wild animal, wildlife, nature, africa",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0047_anim_07_african_elephant.jpg
48,img_0048_anim_08_giant_panda_bamboo.jpg,Cute black and white giant panda sitting and eating green bamboo,animals,white,"panda, bear, cute animal, wildlife, bamboo, animal",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0048_anim_08_giant_panda_bamboo.jpg
49,img_0049_anim_09_red_fox_woods.jpg,Curious red wild fox peering through green forest trees,animals,red,"fox, red fox, wildlife, forest, nature, animal",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0049_anim_09_red_fox_woods.jpg
50,img_0050_anim_10_bald_eagle_flight.jpg,Soaring bald eagle flying high across bright blue sky,animals,brown,"eagle, bird, raptor, sky, nature, animal, predator",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0050_anim_10_bald_eagle_flight.jpg
51,img_0051_anim_11_wild_deer_meadow.jpg,Graceful wild deer with antlers standing in morning misty meadow,animals,brown,"deer, stag, wildlife, forest, nature, animal",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0051_anim_11_wild_deer_meadow.jpg
52,img_0052_anim_12_fluffy_puppy_grass.jpg,Fluffy small brown puppy sitting in the grass looking up,animals,brown,"puppy, dog, cute, pet, animal, canine",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0052_anim_12_fluffy_puppy_grass.jpg
53,img_0053_anim_13_black_labrador_park.jpg,Playful black labrador retriever dog sitting in green park grass,animals,black,"dog, labrador, black, pet, park, animal",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0053_anim_13_black_labrador_park.jpg
54,img_0054_anim_14_dolphin_ocean_jump.jpg,Playful dolphin leaping out of clear blue ocean waves,animals,blue,"dolphin, ocean, sea, marine life, animal, wildlife",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0054_anim_14_dolphin_ocean_jump.jpg
55,img_0055_food_01_espresso_coffee_cup.jpg,Steaming ceramic cup of hot espresso coffee with heart latte art,beverages_and_food,brown,"coffee, espresso, latte, cafe, cup, drink, breakfast",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0055_food_01_espresso_coffee_cup.jpg
56,img_0056_food_02_gourmet_pepperoni_pizza.jpg,Freshly baked gourmet pepperoni pizza with melted mozzarella cheese,beverages_and_food,red,"pizza, pepperoni, cheese, italian, food, dinner",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0056_food_02_gourmet_pepperoni_pizza.jpg
57,img_0057_food_03_green_matcha_latte.jpg,Iced green matcha tea latte served in tall clear glass with straw,beverages_and_food,green,"matcha, latte, tea, drink, green, cafe",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0057_food_03_green_matcha_latte.jpg
58,img_0058_fash_01_tan_leather_backpack.jpg,Handcrafted tan leather travel backpack with brass buckle straps,lifestyle_fashion,brown,"backpack, leather, bag, travel, brown, fashion",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0058_fash_01_tan_leather_backpack.jpg
59,img_0059_fash_02_blue_denim_jacket.jpg,Classic blue denim trucker jacket hanging on wooden clothes hanger,lifestyle_fashion,blue,"denim, jacket, clothing, fashion, blue, apparel",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0059_fash_02_blue_denim_jacket.jpg
60,img_0060_fash_03_red_luxury_handbag.jpg,Designer quilted red leather handbag with shiny gold chain strap,lifestyle_fashion,red,"handbag, purse, luxury, red, fashion, leather",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0060_fash_03_red_luxury_handbag.jpg
61,img_0061_nat_01_sunset_ocean_waves.jpg,Vibrant orange and purple sunset sky reflecting on calm ocean waves,nature_architecture,orange,"sunset, ocean, sea, beach, sky, landscape",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0061_nat_01_sunset_ocean_waves.jpg
62,img_0062_nat_02_snowy_mountain_peak.jpg,Majestic snow-capped mountain peaks towering under bright blue sky,nature_architecture,white,"mountain, snow, peaks, winter, landscape",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0062_nat_02_snowy_mountain_peak.jpg
63,img_0063_nat_03_city_skyline_night.jpg,Illuminated modern city skyscrapers reflecting on water at night,nature_architecture,blue,"city, skyline, night, architecture, skyscraper, urban",C:\Users\Monish Gowda\OneDrive\Desktop\New folder\dataset\images\img_0063_nat_03_city_skyline_night.jpg
